result,xG,player,year
0.0,0.048883114,Richarlison,2022
0.0,0.048412286,Eric Dier,2022
0.0,0.29640087,Richarlison,2022
0.0,0.14056852,Harry Kane,2022
0.0,0.028353315,Matt Doherty,2022
0.0,0.3441194,Son Heung-Min,2022
0.0,0.14453077,Matt Doherty,2022
0.0,0.018759215,Son Heung-Min,2022
0.0,0.20613278,Harry Kane,2022
0.0,0.046078965,Harry Kane,2022
1.0,0.19191971,Pierre-Emile Højbjerg,2022
0.0,0.13166499,Ivan Perisic,2022
0.0,0.022600794,Rodrigo Bentancur,2022
0.0,0.025731841,Rodrigo Bentancur,2022
0.0,0.03801964,Matt Doherty,2022
0.0,0.028964866,Son Heung-Min,2022
0.0,0.051710382,Harry Kane,2022
0.0,0.11452325,Harry Kane,2022
0.0,0.02212935,Ivan Perisic,2022
0.0,0.25445253,Harry Kane,2022
0.0,0.033714257,Son Heung-Min,2022
0.0,0.078438014,Son Heung-Min,2022
0.0,0.14179435,Son Heung-Min,2022
0.0,0.032238748,Yves Bissouma,2022
0.0,0.038067907,Ryan Sessegnon,2022
0.0,0.16840386,Rodrigo Bentancur,2022
0.0,0.066982195,Eric Dier,2022
0.0,0.12708288,Harry Kane,2022
0.0,0.10391373,Clement Lenglet,2022
1.0,0.33099222,Harry Kane,2022
0.0,0.15308519,Son Heung-Min,2022
0.0,0.024215767,Ben Davies,2022
0.0,0.114845656,Oliver Skipp,2022
0.0,0.14880456,Emerson,2022
0.0,0.028068531,Son Heung-Min,2022
0.0,0.03133511,Ben Davies,2022
0.0,0.033365447,Pierre-Emile Højbjerg,2022
0.0,0.11138377,Pierre-Emile Højbjerg,2022
0.0,0.11700337,Clement Lenglet,2022
1.0,0.14481589,Ryan Sessegnon,2022
0.0,0.07348597,Ivan Perisic,2022
0.0,0.14551532,Clement Lenglet,2022
0.0,0.37920582,Harry Kane,2022
0.0,0.24778853,Son Heung-Min,2022
0.0,0.027715717,Pierre-Emile Højbjerg,2022
0.0,0.119505264,Son Heung-Min,2022
0.0,0.08560426,Lucas Moura,2022
0.0,0.051846825,Clement Lenglet,2022
0.0,0.35928747,Ivan Perisic,2022
0.0,0.12878878,Pierre-Emile Højbjerg,2022
0.0,0.010933717,Ryan Sessegnon,2022
0.0,0.085998565,Ryan Sessegnon,2022
0.0,0.12462502,Eric Dier,2022
0.0,0.20719996,Ivan Perisic,2022
0.0,0.008025539,Harry Kane,2022
1.0,0.13421072,Harry Kane,2022
0.0,0.027650513,Yves Bissouma,2022
0.0,0.11730367,Rodrigo Bentancur,2022
0.0,0.055246558,Harry Kane,2022
0.0,0.14565033,Emerson,2022
0.0,0.028565435,Dejan Kulusevski,2022
0.0,0.23377146,Emerson,2022
0.0,0.12402182,Dejan Kulusevski,2022
0.0,0.13839953,Richarlison,2022
0.0,0.3044921,Harry Kane,2022
1.0,0.077626295,Ben Davies,2022
0.0,0.04188743,Dejan Kulusevski,2022
0.0,0.01990636,Yves Bissouma,2022
1.0,0.178916,Rodrigo Bentancur,2022
1.0,0.29922205,Rodrigo Bentancur,2022
0.0,0.07342421,Harry Kane,2022
0.0,0.021003071,Son Heung-Min,2022
0.0,0.03801964,Dejan Kulusevski,2022
0.0,0.03403929,Son Heung-Min,2022
0.0,0.023300495,Clement Lenglet,2022
1.0,0.06439267,Harry Kane,2022
1.0,0.27883193,Pierre-Emile Højbjerg,2022
0.0,0.36143777,Harry Kane,2022
0.0,0.25505394,Matt Doherty,2022
0.0,0.020778753,Davinson Sánchez,2022
0.0,0.20208971,Harry Kane,2022
0.0,0.015448184,Pierre-Emile Højbjerg,2022
0.0,0.14673868,Matt Doherty,2022
0.0,0.14367835,Ivan Perisic,2022
0.0,0.20119697,Harry Kane,2022
0.0,0.019707667,Son Heung-Min,2022
0.0,0.04511368,Bryan Gil Salvatierra,2022
0.0,0.025762102,Bryan Gil Salvatierra,2022
0.0,0.12996036,Pierre-Emile Højbjerg,2022
0.0,0.02590914,Harry Kane,2022
0.0,0.05258552,Harry Kane,2022
1.0,0.27780193,Harry Kane,2022
1.0,0.13605958,Harry Kane,2022
0.0,0.15913707,Son Heung-Min,2022
1.0,0.22258402,Matt Doherty,2022
0.0,0.15512088,Matt Doherty,2022
0.0,3.104386e-08,Hugo Lloris,2022
0.0,0.18793097,Son Heung-Min,2022
0.0,0.016911028,Pierre-Emile Højbjerg,2022
0.0,0.23139073,Harry Kane,2022
0.0,0.031749364,Dejan Kulusevski,2022
0.0,0.13574173,Ryan Sessegnon,2022
0.0,0.031438835,Harry Kane,2022
0.0,0.1529393,Ryan Sessegnon,2022
0.0,0.11642317,Son Heung-Min,2022
0.0,0.03820187,Son Heung-Min,2022
0.0,0.13492794,Richarlison,2022
0.0,0.044382848,Son Heung-Min,2022
0.0,0.028393077,Dejan Kulusevski,2022
0.0,0.016633585,Emerson,2022
0.0,0.15089254,Son Heung-Min,2022
0.0,0.15498102,Harry Kane,2022
1.0,0.11118404,Dejan Kulusevski,2022
0.0,0.08543511,Harry Kane,2022
1.0,0.074934386,Emerson,2022
0.0,0.3637308,Ivan Perisic,2022
0.0,0.027100088,Harry Kane,2022
0.0,0.013034806,Pierre-Emile Højbjerg,2022
0.0,0.15413776,Ben Davies,2022
0.0,0.016602961,Harry Kane,2022
0.0,0.016435876,Dejan Kulusevski,2022
0.0,0.37671703,Harry Kane,2022
0.0,0.037625864,Harry Kane,2022
0.0,0.207248,Harry Kane,2022
1.0,0.2249891,Harry Kane,2022
0.0,0.03840997,Dejan Kulusevski,2022
0.0,0.10614728,Eric Dier,2022
0.0,0.091273434,Eric Dier,2022
0.0,0.047309984,Eric Dier,2022
0.0,0.05305005,Ben Davies,2022
0.0,0.024602283,Harry Kane,2022
0.0,0.21156496,Harry Kane,2022
0.0,0.031137988,Son Heung-Min,2022
0.0,0.060421348,Pierre-Emile Højbjerg,2022
0.0,0.1453676,Rodrigo Bentancur,2022
0.0,0.035209987,Ivan Perisic,2022
0.0,0.02115829,Ivan Perisic,2022
0.0,0.15455137,Ben Davies,2022
1.0,0.36028087,Rodrigo Bentancur,2022
0.0,0.10182622,Ivan Perisic,2022
0.0,0.01687282,Rodrigo Bentancur,2022
0.0,0.044324275,Eric Dier,2022
0.0,0.098174565,Son Heung-Min,2022
0.0,0.1654768,Harry Kane,2022
0.0,0.02067143,Harry Kane,2022
0.0,0.054522876,Emerson,2022
0.0,0.08930402,Richarlison,2022
0.0,0.03201316,Cristian Romero,2022
0.0,0.022867901,Harry Kane,2022
0.0,0.14937852,Richarlison,2022
0.0,0.10378725,Harry Kane,2022
1.0,0.16900648,Emerson,2022
0.0,0.025886105,Clement Lenglet,2022
0.0,0.045074135,Dejan Kulusevski,2022
0.0,0.045089837,Pierre-Emile Højbjerg,2022
1.0,0.15181041,Son Heung-Min,2022
0.0,0.036059372,Harry Kane,2022
0.0,0.119310245,Pierre-Emile Højbjerg,2022
0.0,0.038898557,Richarlison,2022
1.0,0.027828952,Oliver Skipp,2022
0.0,0.12409457,Eric Dier,2022
1.0,0.36268136,Harry Kane,2022
0.0,0.05262818,Dejan Kulusevski,2022
0.0,0.033291753,Son Heung-Min,2022
0.0,0.09112907,Dejan Kulusevski,2022
0.0,0.028568929,Oliver Skipp,2022
0.0,0.047535535,Dejan Kulusevski,2022
0.0,0.027326101,Ben Davies,2022
0.0,0.034226567,Ivan Perisic,2022
0.0,0.1364552,Son Heung-Min,2022
0.0,0.093501836,Pedro Porro,2022
0.0,0.024877852,Dejan Kulusevski,2022
0.0,0.1074062,Harry Kane,2022
0.0,0.024879724,Pedro Porro,2022
0.0,0.044302467,Clement Lenglet,2022
0.0,0.02239166,Son Heung-Min,2022
0.0,0.017461201,Pedro Porro,2022
0.0,0.08399874,Harry Kane,2022
0.0,0.22193015,Harry Kane,2022
0.0,0.02268012,Ivan Perisic,2022
0.0,0.008998609,Son Heung-Min,2022
0.0,0.017585598,Harry Kane,2022
0.0,0.026474375,Oliver Skipp,2022
0.0,0.121230744,Harry Kane,2022
0.0,0.024638811,Son Heung-Min,2022
0.0,0.15238294,Harry Kane,2022
0.0,0.17205358,Son Heung-Min,2022
1.0,0.2796635,Son Heung-Min,2022
0.0,0.20048814,Son Heung-Min,2022
0.0,0.13506208,Dejan Kulusevski,2022
0.0,0.12038267,Pedro Porro,2022
0.0,0.14009997,Harry Kane,2022
0.0,0.13425188,Pedro Porro,2022
0.0,0.02388218,Son Heung-Min,2022
0.0,0.02442393,Dejan Kulusevski,2022
1.0,0.16035855,Pedro Porro,2022
0.0,0.13461022,Ivan Perisic,2022
0.0,0.2360907,Ivan Perisic,2022
0.0,0.049690995,Harry Kane,2022
0.0,0.025037613,Dejan Kulusevski,2022
1.0,0.4626324,Harry Kane,2022
1.0,0.031936176,Ivan Perisic,2022
0.0,0.018572317,Ivan Perisic,2022
0.0,0.25261304,Harry Kane,2022
0.0,0.14405435,Harry Kane,2022
0.0,0.020873766,Pedro Porro,2022
1.0,0.022199625,Son Heung-Min,2022
0.0,0.14452012,Harry Kane,2022
0.0,0.13183732,Pierre-Emile Højbjerg,2022
0.0,0.12340933,Pedro Porro,2022
0.0,0.12168879,Ivan Perisic,2022
0.0,0.09507023,Harry Kane,2022
0.0,0.024072656,Pedro Porro,2022
1.0,0.14701404,Harry Kane,2022
0.0,0.050068084,Dejan Kulusevski,2022
0.0,0.063224055,Dejan Kulusevski,2022
1.0,0.28428662,Son Heung-Min,2022
0.0,0.020297268,Harry Kane,2022
0.0,0.1329739,Son Heung-Min,2022
0.0,0.05945656,Harry Kane,2022
0.0,0.07716748,Son Heung-Min,2022
0.0,0.116141796,Ivan Perisic,2022
0.0,0.026042573,Ivan Perisic,2022
0.0,0.14097682,Arnaut Danjuma Groeneveld,2022
0.0,0.107911795,Son Heung-Min,2022
0.0,0.021251507,Oliver Skipp,2022
0.0,0.25520036,Harry Kane,2022
0.0,0.019327192,Pierre-Emile Højbjerg,2022
0.0,0.11220363,Harry Kane,2022
0.0,0.024394667,Harry Kane,2022
0.0,0.074008584,Ivan Perisic,2022
0.0,0.01690437,Pedro Porro,2022
1.0,0.18690933,Arnaut Danjuma Groeneveld,2022
0.0,0.15968105,Harry Kane,2022
0.0,0.016509794,Dejan Kulusevski,2022
0.0,0.027378736,Son Heung-Min,2022
1.0,0.092247255,Harry Kane,2022
0.0,0.026337776,Son Heung-Min,2022
0.0,0.17593566,Son Heung-Min,2022
0.0,0.090072006,Pedro Porro,2022
0.0,0.13124782,Richarlison,2022
0.0,0.015399473,Pedro Porro,2022
0.0,0.017350834,Ivan Perisic,2022
0.0,0.027706811,Son Heung-Min,2022
0.0,0.15055786,Harry Kane,2022
0.0,0.08618601,Ivan Perisic,2022
0.0,0.016030848,Pierre-Emile Højbjerg,2022
0.0,0.2703601,Harry Kane,2022
1.0,0.15001585,Pedro Porro,2022
0.0,0.023505885,Pierre-Emile Højbjerg,2022
0.0,0.028167253,Pierre-Emile Højbjerg,2022
0.0,0.19298927,Son Heung-Min,2022
0.0,0.045648742,Dejan Kulusevski,2022
0.0,0.35014838,Eric Dier,2022
0.0,0.040063713,Harry Kane,2022
0.0,0.001572889,Pedro Porro,2022
1.0,0.33406943,Harry Kane,2022
0.0,0.16696994,Dejan Kulusevski,2022
0.0,0.3405256,Cristian Romero,2022
0.0,0.020091323,Pedro Porro,2022
1.0,0.15383017,Son Heung-Min,2022
0.0,0.15039307,Pierre-Emile Højbjerg,2022
0.0,0.13566701,Cristian Romero,2022
0.0,0.120676145,Pierre-Emile Højbjerg,2022
0.0,0.014647816,Clement Lenglet,2022
0.0,0.036280043,Pedro Porro,2022
0.0,0.024630724,Pedro Porro,2022
0.0,0.18442437,Harry Kane,2022
0.0,0.13270538,Dejan Kulusevski,2022
0.0,0.06841987,Harry Kane,2022
1.0,0.026385996,Harry Kane,2022
0.0,0.09305366,Son Heung-Min,2022
0.0,0.16449876,Davinson Sánchez,2022
0.0,0.25277135,Son Heung-Min,2022
0.0,0.056869425,Dejan Kulusevski,2022
0.0,0.0602127,Harry Kane,2022
0.0,0.03572527,Harry Kane,2022
0.0,0.088939615,Lucas Moura,2022
1.0,0.18936549,Harry Kane,2022
0.0,0.15798491,Harry Kane,2022
0.0,0.01807093,Yves Bissouma,2022
1.0,0.11787791,Pedro Porro,2022
0.0,0.20958379,Pedro Porro,2022
1.0,0.16210489,Harry Kane,2022
0.0,0.05927932,Richarlison,2022
0.0,0.13655305,Richarlison,2022
0.0,0.01223558,Dejan Kulusevski,2023
0.0,0.014146394,Micky van de Ven,2023
1.0,0.28308424,Cristian Romero,2023
0.0,0.005518954,Yves Bissouma,2023
0.0,0.01685395,Yves Bissouma,2023
0.0,0.06286415,James Maddison,2023
0.0,0.14199176,Son Heung-Min,2023
1.0,0.052238554,Emerson,2023
0.0,0.0150919445,Dejan Kulusevski,2023
0.0,0.006152187,Dejan Kulusevski,2023
0.0,0.025262002,Son Heung-Min,2023
0.0,0.01145191,Micky van de Ven,2023
0.0,0.03244971,James Maddison,2023
0.0,0.21657385,Pape Sarr,2023
0.0,0.21821839,Richarlison,2023
0.0,0.04729333,Pape Sarr,2023
0.0,0.17444593,Pape Sarr,2023
0.0,0.16479214,Pape Sarr,2023
0.0,0.13959636,Pedro Porro,2023
0.0,0.026926432,Dejan Kulusevski,2023
0.0,0.11887793,Cristian Romero,2023
1.0,0.46284783,Pape Sarr,2023
0.0,0.1529073,Iyenoma Destiny Udogie,2023
0.0,0.12220894,James Maddison,2023
0.0,0.030860534,Yves Bissouma,2023
0.0,0.2874475,Son Heung-Min,2023
0.0,0.12669411,Yves Bissouma,2023
0.0,0.07360456,Pape Sarr,2023
0.0,0.17348406,James Maddison,2023
0.0,0.15287602,James Maddison,2023
0.0,0.19431554,Richarlison,2023
0.0,0.15897554,Pape Sarr,2023
0.0,0.046159454,Dejan Kulusevski,2023
0.0,0.0067382585,Son Heung-Min,2023
0.0,0.06429552,Richarlison,2023
1.0,0.3541722,Dejan Kulusevski,2023
0.0,0.09952127,James Maddison,2023
0.0,0.042222485,Pedro Porro,2023
0.0,0.036138564,Son Heung-Min,2023
0.0,0.07689826,Pedro Porro,2023
0.0,0.019846546,Pedro Porro,2023
0.0,0.16000988,Manor Solomon,2023
0.0,0.13104327,Manor Solomon,2023
0.0,0.0345381,Pape Sarr,2023
0.0,0.0345381,James Maddison,2023
0.0,0.02050165,Pedro Porro,2023
0.0,0.39135855,Pape Sarr,2023
0.0,0.019160036,Pedro Porro,2023
0.0,0.02879376,Son Heung-Min,2023
1.0,0.023880737,Cristian Romero,2023
1.0,0.08084485,James Maddison,2023
0.0,0.028424177,Yves Bissouma,2023
0.0,0.024147904,Yves Bissouma,2023
1.0,0.21418229,Son Heung-Min,2023
1.0,0.19673003,Son Heung-Min,2023
0.0,0.016719332,Pape Sarr,2023
0.0,0.09951186,Pape Sarr,2023
0.0,0.07153357,Cristian Romero,2023
0.0,0.19885466,Yves Bissouma,2023
0.0,0.049672868,James Maddison,2023
0.0,0.04002984,James Maddison,2023
0.0,0.18739773,Son Heung-Min,2023
0.0,0.059746996,Dejan Kulusevski,2023
0.0,0.10065917,Pape Sarr,2023
0.0,0.14283948,Son Heung-Min,2023
0.0,0.1282624,Dejan Kulusevski,2023
0.0,0.024189347,Cristian Romero,2023
0.0,0.02294655,Manor Solomon,2023
0.0,0.12716497,Manor Solomon,2023
0.0,0.03511165,Dejan Kulusevski,2023
0.0,0.038005408,Dejan Kulusevski,2023
0.0,0.039233185,Yves Bissouma,2023
0.0,0.023728026,Manor Solomon,2023
0.0,0.12534602,Ivan Perisic,2023
0.0,0.20908257,Richarlison,2023
0.0,0.017647654,Pedro Porro,2023
0.0,0.04553993,Brennan Johnson,2023
0.0,0.036497086,Yves Bissouma,2023
0.0,0.050116554,Pape Sarr,2023
0.0,0.04049895,Pape Sarr,2023
0.0,4.5312316e-07,Cristian Romero,2023
0.0,0.28164414,Brennan Johnson,2023
0.0,0.26991686,Brennan Johnson,2023
1.0,0.24486695,Son Heung-Min,2023
1.0,0.20559628,Son Heung-Min,2023
0.0,0.02558261,James Maddison,2023
0.0,0.1417234,Son Heung-Min,2023
0.0,0.03735558,Dejan Kulusevski,2023
0.0,0.12633249,Dejan Kulusevski,2023
0.0,0.037174705,James Maddison,2023
0.0,0.098130755,Richarlison,2023
1.0,0.39513144,Son Heung-Min,2023
0.0,0.13477607,Richarlison,2023
0.0,0.018276373,Pape Sarr,2023
0.0,0.100176856,Richarlison,2023
0.0,0.033274204,James Maddison,2023
0.0,0.17183326,Son Heung-Min,2023
0.0,0.065216154,Cristian Romero,2023
0.0,0.08009281,Cristian Romero,2023
0.0,0.043826662,Yves Bissouma,2023
0.0,0.021558158,James Maddison,2023
0.0,0.029903704,Pedro Porro,2023
0.0,0.024999473,Manor Solomon,2023
0.0,0.038527895,Yves Bissouma,2023
0.0,0.06437259,James Maddison,2023
0.0,0.41605684,Richarlison,2023
0.0,0.18345398,Richarlison,2023
0.0,0.05192616,Son Heung-Min,2023
0.0,0.18761931,Son Heung-Min,2023
0.0,0.022981234,Micky van de Ven,2023
0.0,0.19952966,Son Heung-Min,2023
0.0,0.01847198,Richarlison,2023
0.0,0.026133923,Richarlison,2023
0.0,0.07892987,James Maddison,2023
0.0,0.03562804,Pierre-Emile Højbjerg,2023
1.0,0.1579186,Micky van de Ven,2023
0.0,0.030698637,Pedro Porro,2023
0.0,0.020963985,Dejan Kulusevski,2023
0.0,0.13899079,Richarlison,2023
0.0,0.02495284,James Maddison,2023
1.0,0.14522503,Son Heung-Min,2023
0.0,0.22245479,Iyenoma Destiny Udogie,2023
0.0,0.19110085,Dejan Kulusevski,2023
0.0,0.104400255,Richarlison,2023
1.0,0.15696977,James Maddison,2023
0.0,0.18780373,James Maddison,2023
0.0,0.0596386,Richarlison,2023
0.0,0.06159484,Yves Bissouma,2023
0.0,0.024559936,Richarlison,2023
0.0,0.13859,James Maddison,2023
1.0,0.3978478,Son Heung-Min,2023
0.0,0.019711092,Emerson,2023
0.0,0.08233003,Pedro Porro,2023
0.0,0.022729015,Dejan Kulusevski,2023
0.0,0.23305625,Son Heung-Min,2023
1.0,0.053160228,Dejan Kulusevski,2023
0.0,0.019617954,Pape Sarr,2023
0.0,0.13429183,Yves Bissouma,2023
0.0,0.01834666,Pierre-Emile Højbjerg,2023
0.0,0.2574701,Rodrigo Bentancur,2023
1.0,0.68239886,Brennan Johnson,2023
0.0,0.056203507,Ben Davies,2023
0.0,0.03238613,Dejan Kulusevski,2023
0.0,0.027325151,Brennan Johnson,2023
0.0,0.095703326,Giovani Lo Celso,2023
0.0,0.13733716,Iyenoma Destiny Udogie,2023
0.0,0.25096214,Dejan Kulusevski,2023
0.0,0.088476814,Bryan Gil Salvatierra,2023
1.0,0.029119473,Giovani Lo Celso,2023
0.0,0.024978956,Giovani Lo Celso,2023
0.0,0.045471914,Son Heung-Min,2023
0.0,0.06619152,Son Heung-Min,2023
0.0,0.1802538,Pedro Porro,2023
0.0,0.38353077,Ben Davies,2023
0.0,0.14378159,Dejan Kulusevski,2023
0.0,0.110331334,Pedro Porro,2023
1.0,0.15491025,Son Heung-Min,2023
0.0,1.2011485e-07,Son Heung-Min,2023
0.0,0.016125727,Brennan Johnson,2023
0.0,0.025581408,Brennan Johnson,2023
1.0,0.10758686,Giovani Lo Celso,2023
0.0,0.0087485425,Giovani Lo Celso,2023
0.0,0.015341323,Pierre-Emile Højbjerg,2023
1.0,0.047409073,Cristian Romero,2023
0.0,0.14135338,Brennan Johnson,2023
0.0,0.03813234,Pedro Porro,2023
0.0,0.0944412,Son Heung-Min,2023
0.0,0.073406115,Giovani Lo Celso,2023
0.0,0.023946473,Pedro Porro,2023
0.0,0.17174824,Giovani Lo Celso,2023
0.0,0.12797758,Brennan Johnson,2023
0.0,0.039844103,Dejan Kulusevski,2023
0.0,0.17424701,Yves Bissouma,2023
0.0,0.05709488,Brennan Johnson,2023
0.0,0.24240205,Cristian Romero,2023
0.0,0.02130395,Pedro Porro,2023
0.0,0.13545525,Richarlison,2023
0.0,0.12928905,Brennan Johnson,2023
0.0,0.13350374,Pape Sarr,2023
0.0,0.06675942,Pape Sarr,2023
0.0,0.120200686,Richarlison,2023
0.0,0.04179702,Cristian Romero,2023
0.0,0.31775713,Pape Sarr,2023
1.0,0.3232818,Richarlison,2023
0.0,0.07548849,Pedro Porro,2023
0.0,0.036919557,Brennan Johnson,2023
0.0,0.026738802,Richarlison,2023
0.0,0.043066483,Yves Bissouma,2023
1.0,0.20556557,Richarlison,2023
0.0,0.16171168,Son Heung-Min,2023
0.0,0.062186718,Dejan Kulusevski,2023
0.0,0.040623285,Son Heung-Min,2023
0.0,0.2605635,Oliver Skipp,2023
0.0,0.10972979,Son Heung-Min,2023
0.0,0.07602087,Son Heung-Min,2023
0.0,0.23929869,Ben Davies,2023
0.0,0.16856739,Pedro Porro,2023
0.0,0.038139105,Son Heung-Min,2023
1.0,0.4764167,Richarlison,2023
0.0,0.26055077,Son Heung-Min,2023
1.0,0.102920875,Dejan Kulusevski,2023
0.0,0.06513585,Dejan Kulusevski,2023
0.0,0.07476655,Pape Sarr,2023
0.0,0.35414198,Brennan Johnson,2023
0.0,0.039738797,Brennan Johnson,2023
1.0,0.09309653,Son Heung-Min,2023
0.0,0.060305536,Pedro Porro,2023
0.0,0.071391284,Pape Sarr,2023
0.0,0.029129447,Pedro Porro,2023
0.0,0.029578792,Brennan Johnson,2023
0.0,0.059377834,Pape Sarr,2023
0.0,0.12349161,Dejan Kulusevski,2023
0.0,0.29386222,Son Heung-Min,2023
0.0,0.071630284,Pedro Porro,2023
0.0,0.045148388,Son Heung-Min,2023
0.0,0.18972805,Son Heung-Min,2023
0.0,0.13126276,Richarlison,2023
0.0,0.024862032,Son Heung-Min,2023
0.0,0.1749491,Richarlison,2023
0.0,0.30496797,Iyenoma Destiny Udogie,2023
0.0,0.025919288,Pierre-Emile Højbjerg,2023
1.0,0.22753343,Alejo Véliz,2023
1.0,0.43627453,Ben Davies,2023
0.0,0.15378404,Richarlison,2023
1.0,0.09977119,Pape Sarr,2023
0.0,0.0342158,Emerson,2023
0.0,0.078673586,Rodrigo Bentancur,2023
0.0,0.12507641,Son Heung-Min,2023
0.0,0.18155544,Richarlison,2023
1.0,0.12637551,Son Heung-Min,2023
0.0,0.1586658,Richarlison,2023
0.0,0.063246116,Pedro Porro,2023
1.0,0.41766033,Richarlison,2023
0.0,0.48660234,Bryan Gil Salvatierra,2023
0.0,0.0992381,Pedro Porro,2023
0.0,0.032486502,Timo Werner,2023
0.0,0.043105487,Rodrigo Bentancur,2023
1.0,0.30193216,Richarlison,2023
0.0,0.020454323,Timo Werner,2023
0.0,0.035334047,Timo Werner,2023
0.0,0.038172357,Brennan Johnson,2023
1.0,0.21414094,Rodrigo Bentancur,2023
0.0,0.3908078,Cristian Romero,2023
0.0,0.040005825,Pierre-Emile Højbjerg,2023
0.0,0.088349186,Richarlison,2023
0.0,0.24385151,Rodrigo Bentancur,2023
0.0,0.044924688,Brennan Johnson,2023
0.0,0.18589246,Oliver Skipp,2023
0.0,0.16073193,James Maddison,2023
0.0,0.059658367,Timo Werner,2023
0.0,0.05597355,Timo Werner,2023
0.0,0.06514021,James Maddison,2023
0.0,0.059805688,Richarlison,2023
0.0,0.18501627,Iyenoma Destiny Udogie,2023
1.0,0.42629138,Iyenoma Destiny Udogie,2023
0.0,0.16746528,James Maddison,2023
1.0,0.41602924,Richarlison,2023
0.0,0.11545287,Dejan Kulusevski,2023
0.0,0.030965999,Pedro Porro,2023
0.0,0.14127961,James Maddison,2023
0.0,0.05061879,Timo Werner,2023
0.0,0.05909929,Pedro Porro,2023
1.0,0.3055413,Richarlison,2023
0.0,0.04095284,James Maddison,2023
1.0,0.08843522,Richarlison,2023
0.0,0.031306192,Pedro Porro,2023
0.0,0.0229699,Pierre-Emile Højbjerg,2023
0.0,0.08109153,James Maddison,2023
0.0,0.14722124,Richarlison,2023
0.0,0.019981548,Timo Werner,2023
0.0,0.21927197,Richarlison,2023
0.0,0.16841148,Dejan Kulusevski,2023
0.0,0.11735602,Richarlison,2023
0.0,0.030503405,Rodrigo Bentancur,2023
0.0,0.056609448,James Maddison,2023
0.0,0.068565995,Timo Werner,2023
0.0,0.013560683,Pape Sarr,2023
0.0,0.16949518,Pape Sarr,2023
1.0,0.16958186,Pape Sarr,2023
0.0,0.07990838,Brennan Johnson,2023
0.0,0.03043419,Richarlison,2023
0.0,0.035970174,Pape Sarr,2023
0.0,0.24328572,Richarlison,2023
0.0,0.16985714,Dejan Kulusevski,2023
1.0,0.1492121,Dejan Kulusevski,2023
0.0,0.25226653,Richarlison,2023
0.0,0.050380684,Dejan Kulusevski,2023
0.0,0.14547291,Dejan Kulusevski,2023
0.0,0.025954526,James Maddison,2023
0.0,0.070025794,Emerson,2023
0.0,0.16070966,Ben Davies,2023
0.0,0.16318303,Timo Werner,2023
0.0,0.02778748,Rodrigo Bentancur,2023
0.0,0.0371744,Timo Werner,2023
0.0,0.07948244,Son Heung-Min,2023
0.0,0.14730656,Son Heung-Min,2023
0.0,0.10333824,Iyenoma Destiny Udogie,2023
0.0,0.108660884,Timo Werner,2023
0.0,0.34909296,Brennan Johnson,2023
0.0,0.0739334,Cristian Romero,2023
0.0,0.046631552,Son Heung-Min,2023
1.0,0.32751587,Cristian Romero,2023
1.0,0.1264826,Son Heung-Min,2023
0.0,0.048799712,James Maddison,2023
1.0,0.5411608,James Maddison,2023
0.0,0.04866127,Dejan Kulusevski,2023
0.0,0.1509729,Brennan Johnson,2023
0.0,0.17176205,Dejan Kulusevski,2023
1.0,0.22299828,Son Heung-Min,2023
0.0,0.14505163,Son Heung-Min,2023
0.0,0.14389564,Radu Dragusin,2023
0.0,0.022819877,Son Heung-Min,2023
0.0,0.5086164,Brennan Johnson,2023
0.0,0.51928514,Timo Werner,2023
0.0,0.06114333,Timo Werner,2023
0.0,0.029667145,Rodrigo Bentancur,2023
0.0,0.187767,Richarlison,2023
0.0,0.18842244,Richarlison,2023
0.0,0.21960686,Timo Werner,2023
0.0,0.12869325,Son Heung-Min,2023
0.0,0.14309812,Timo Werner,2023
0.0,0.21374562,Pape Sarr,2023
0.0,0.030807655,Son Heung-Min,2023
0.0,0.21576819,Son Heung-Min,2023
0.0,0.2973108,Son Heung-Min,2023
0.0,0.25444528,Son Heung-Min,2023
0.0,0.01470295,Brennan Johnson,2023
0.0,0.18394338,James Maddison,2023
0.0,0.06361076,Rodrigo Bentancur,2023
0.0,0.16481683,Pedro Porro,2023
0.0,0.5544853,Brennan Johnson,2023
0.0,0.04913698,Pedro Porro,2023
0.0,0.019254195,Pedro Porro,2023
0.0,0.15015538,Son Heung-Min,2023
0.0,0.03252027,Rodrigo Bentancur,2023
0.0,0.14069413,James Maddison,2023
0.0,0.09419273,James Maddison,2023
0.0,0.055915374,Yves Bissouma,2023
0.0,0.07042216,Son Heung-Min,2023
0.0,0.07777419,Brennan Johnson,2023
0.0,0.015033808,Yves Bissouma,2023
0.0,0.018212188,Timo Werner,2023
0.0,0.09200154,James Maddison,2023
0.0,0.033209123,Yves Bissouma,2023
0.0,0.030196736,Yves Bissouma,2023
0.0,0.05776555,Yves Bissouma,2023
0.0,0.6292486,Brennan Johnson,2023
0.0,0.18388622,Son Heung-Min,2023
0.0,0.015357414,Pierre-Emile Højbjerg,2023
0.0,0.15343535,Brennan Johnson,2023
1.0,0.14025638,Pedro Porro,2023
0.0,0.050079677,James Maddison,2023
0.0,0.013653638,Pierre-Emile Højbjerg,2023
0.0,0.052835353,Pierre-Emile Højbjerg,2023
0.0,0.16518599,Son Heung-Min,2023
0.0,0.14472304,Rodrigo Bentancur,2023
0.0,0.24201305,Timo Werner,2023
