h,distance,angle,situation_DirectFreekick,situation_FromCorner,situation_OpenPlay,situation_SetPiece,shotType_Head,shotType_LeftFoot,shotType_OtherBodyPart,shotType_RightFoot
0.0,0.2840070115419365,0.3383963756886893,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.18006942385093072,0.5307987305806843,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.279406495696946,0.3291928284219199,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.33060550509633074,0.3584595960375537,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.26303043128501985,0.36364921851978427,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.1926058200642127,0.3471688161637473,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.06640032556293844,1.444274101871938,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.24768528245640617,0.3615686954318792,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.31798898646638135,0.33840084226822537,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.22400224732225435,0.5234176761261939,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.12140013577298515,0.8074335639826307,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.13238202755927042,0.6542711909862762,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.2992941759434396,0.35303405058033727,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.2538857806352408,0.38752381393854907,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.09897980563027955,1.0684296215716287,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.22899998527426915,0.4974425955247564,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.12433826183815629,0.5000553548793704,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.21265932589849548,0.48320970955257514,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.13154848465374883,0.5434720012185859,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.25878560890973923,0.44369618669692207,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.19382980593191237,0.4621157064527382,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.12480785512901338,0.7813323409529812,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0824924146459623,1.210997134792375,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,0.11322540514657756,0.8749901090566108,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.04123105255537989,2.1177888344311206,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.1549838947419883,0.7158404929206441,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.23987083001262025,0.47823763743685804,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.05660388032262617,1.6803560545870204,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0908735694825186,1.1333446957504032,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.2886693290546579,0.28824335519174415,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.29844429549384494,0.3375693879436368,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.07692205888632345,1.0543197962790123,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.2311016842525308,0.4722195942224676,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.061032775578573444,1.5160267732094628,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.2601614798648518,0.1340148888712287,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.3042910088491069,0.3878736225513314,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.37091239984909724,0.22028690072844326,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.20739572895328026,0.5513945300017352,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.08772684253617824,1.1675149418921325,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.3210249346023998,0.3674129841115335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.22816005048315338,0.49694045069342496,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.13160546521372993,0.3208759376337669,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.22934037924448114,0.4534980840710939,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0.2174120278127397,0.48549673863448495,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.24382165478864284,0.4761097794569913,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.2708800429722801,0.4204773084613144,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.1928418730633801,0.6012404615163349,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.28819613141462186,0.40517880194353884,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.2429897290480659,0.2902451342549318,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.33461169851753586,0.28645858676113484,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.2800178323925561,0.3060707892434825,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.18984206291045944,0.582289965602675,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.26940862342949246,0.34871978160317674,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.28808503990856105,0.13816903786819856,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.07443120496446441,1.1685537387962048,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.25107168728668494,0.46903706428459396,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.09613530192835479,1.0939046598589035,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,0.15749601837453955,0.3574521492588417,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,0.10912833765613204,0.9508477808472149,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.051312787853191315,1.7560501269716773,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,0.2904083118289595,0.3307267083140293,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.1560801143826885,0.6803313141969032,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.218552036365456,0.5102745988848634,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.12517585505976112,0.7131531098347665,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.35361701336576545,0.3116258606697651,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.21428253824114749,0.545439779920283,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.20087058886068712,0.33613772513051055,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.15623696576494536,0.6321028457102551,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.32842048195868007,0.20207618210113754,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.2974172055863148,0.3221146533978031,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.2545151954716125,0.40241536104881925,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.3578505414412082,0.25377475125423765,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.22308966933629007,0.5194352995386163,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.13940231983329157,0.5615177222064669,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,0.09741666470004215,1.0851739091141963,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,0.1808866711313189,0.22679888020021544,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.28003037200779957,0.42076618944908034,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.31692584092727655,0.3678310477188563,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.3001366283320054,0.3596751340687182,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.1440451515194817,0.5769140874075303,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.3223864394040893,0.3423766056656896,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.33729070817333456,0.25366305338007045,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.07731749741879566,1.3189037105013832,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.24161539256596748,0.32340366172720114,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.18427152502240346,0.5807304833048693,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.19913813028669888,0.35094275281007314,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.27261692499360696,0.4040723568510738,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.2880017284235487,0.33610489249778025,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.12356782306479948,0.8602115393708888,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.3083666516284602,0.3760132263786992,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.2306252541310656,0.3861401285200946,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.13280059022887264,0.5998766227651835,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,0.08489991360897567,1.2193518307790276,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.3075093429634731,0.24683506250372989,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.11669190242494638,0.7703513207182933,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.28512452156531853,0.34953139331106853,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.1651090612465383,0.6503428094813494,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.23009783347518042,0.506263545723695,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.428616387957954,0.10883360321919788,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.23035839883286816,0.25397222112736306,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.27226460589838153,0.42782325634584156,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.24653192195058718,0.4273520024146665,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.03905128159222573,1.997836030094939,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.13799277311558514,0.3638281305821557,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.3331080932105826,0.26208359760265876,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.19097904222158238,0.2941924978564715,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.3484207298287025,0.15262761767224786,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.25350345291705434,0.4592598131272093,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.2533081468141773,0.4077279137709182,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.24605890192255428,0.23974498770047004,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.23495747672534653,0.3020625903591181,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.26225178007934546,0.40057298126674423,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.15243360651290605,0.29655092186540033,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.18201650330892472,0.13330571825592297,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0622254183236026,1.5193261838825372,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.23256178562021002,0.24681882067480188,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.05643579004344163,1.6324742043771836,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,0.3102659980528478,0.3660416387023947,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.40583867153492603,0.17617492759741404,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.35951772751691624,0.26307148422091653,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.3085741651469208,0.35496866998342236,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.23495747672534656,0.42185027545629294,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.24403280018956441,0.4821178266027042,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.32453042295347967,0.23393807835823166,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.3375351748750852,0.2966125855823658,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.31933057067355713,0.322567613240556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.08792045240402759,1.1302389068268937,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.14961617279146966,0.2740056759378704,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.25171808222676884,0.4668418689999396,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.21146392348644186,0.3651758968549156,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.13509255267214357,0.7378830131916625,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.17630937071426583,0.519537889350351,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.2964877567947796,0.3380822042415572,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.24633307497306317,0.3654352340789341,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.058463632478942366,1.5973987885847623,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.08863970007532644,1.1579976049566925,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.19303885192377945,0.5183267991592962,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.2136937392407063,0.5355282370192175,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.16793152903372183,0.6627098225020669,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.31975770765951395,0.24897000599592578,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.2202384980713318,0.3743094604435082,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.2634919042049375,0.44557438476619204,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.24321394041664252,0.3094259353302,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.33642979304121123,0.29650987492650477,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.26122213897350477,0.4406350221251408,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.33614431252117577,0.24507978717950452,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.2706750986010458,0.3455631871531864,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.2346167205666701,0.1459087823018146,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.24256341535262435,0.35186652776496596,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.2268832382177668,0.30133802909612273,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.2263559105932481,0.4381671132016297,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.2310086428193801,0.20678717615571296,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.2951694265789803,0.33460680666511866,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.28937345547686233,0.3595212213199113,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.15280055122076666,0.7324455747244596,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.2386064013931051,0.49164519866014755,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.2697035279356897,0.18194005630180743,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.30279037707822276,0.3512772960016504,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.2567255579709186,0.4137600778585306,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.3317242804692908,0.2642452967916705,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.2894304686540516,0.33022085217282254,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.342374071346276,0.2719180099816779,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.28130053718046605,0.3320023310526422,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.3762154065219739,0.2577340124479847,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.14780052501084603,0.7651298038687278,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.09962430609601568,1.059754682982359,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.25339688902573587,0.3545874639523753,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.28306362728165013,0.417666416911726,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.3146506238770271,0.35861557216805673,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.2680018761981959,0.32410116772397457,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.26782453782793186,0.3022077911191565,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.24329614673202168,0.483075655017289,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.24463239752374183,0.2325369351431803,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.28911586242037496,0.38743636066884707,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.24003332491617227,0.45460241172170923,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.22020444456460686,0.1668461282467626,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.25685987940927435,0.39382882963764193,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.22480212123861096,0.4847589058606259,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.2888200159570526,0.33157676187611124,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.08015611246257263,1.0795126676575468,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.27323980911670603,0.3287422519995913,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.22240728027997084,0.35341971168326636,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.11637868971665763,0.9251653237931422,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.2768429228032576,0.3883091252254684,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.31204642796476334,0.3003174165978375,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.32045126653079764,0.26037872882698276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.12145779250969696,0.8953550471414675,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.33090482808358257,0.3000164771744925,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.24060135955807135,0.4755923800543207,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.07337574759887229,1.3615248024946967,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.32999695648177185,0.23166648893683217,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.5000009999684827,0.23885691913078838,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
