h,distance,angle,situation_DirectFreekick,situation_FromCorner,situation_OpenPlay,situation_SetPiece,shotType_Head,shotType_LeftFoot,shotType_OtherBodyPart,shotType_RightFoot
0.0,0.15352198226539532,0.6994239103751064,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.2983320501488175,0.3613781411869578,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.10881178089761089,0.9872445955388158,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.21854978058052993,0.28543842318273815,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.13461425681712902,0.7812144408342451,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.05300946334709373,1.6943766112843328,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.2863861031746359,0.3025907870588942,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.35449257215242697,0.2795435345756185,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.21967249626485927,0.3119373958127435,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.23213142040208992,0.12581112359863833,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.1296341048660015,0.2320189233518426,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.15480633382333422,0.505826049745609,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.08009993833999211,1.2854668949045105,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.2975533592264014,0.3052093764882938,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.10653168950951179,0.9484216432680439,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.1811353384454325,0.400296469977249,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.11718363717592072,0.5689993602939647,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.1572037156828308,0.6993557938379968,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.28231188210788805,0.22028229882608208,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
